"Fund Category","Fund Name","AmfiCode","Plan Name","NAV Date","NAV Amount"
"Close Ended","HDFC FMP 367D April 2014 (1)","129451","HDFC FMP 367D April 2014 (1) Series 31 - Regular - Normal Dividend","01 Jan, 2015","10.6233"
"Close Ended","HDFC FMP 367D April 2014 (1)","129452","HDFC FMP 367D April 2014 (1) Series 31 - Regular - Quarterly Dividend","21 Apr, 2015","10.0653"
"Close Ended","HDFC FMP 367D April 2014 (1)","129446","HDFC FMP 367D April 2014 (1) Series 31 - Direct - Flexi","12 Jun, 2017","12.8803"
"Close Ended","HDFC FMP 367D April 2014 (1)","129448","HDFC FMP 367D April 2014 (1) Series 31 - Regular - Flexi","08 Feb, 2017","12.5861"
"Close Ended","HDFC FMP 367D April 2014 (1)","129449","HDFC FMP 367D April 2014 (1) Series 31 - Regular - Growth","12 Jun, 2017","12.8466"
"Close Ended","HDFC FMP 367D April 2014 (1)","129450","HDFC FMP 367D April 2014 (1) Series 31 - Direct - Growth","08 Feb, 2017","12.6149"
"Close Ended","HDFC FMP 367D April 2014 (1)","129453","HDFC FMP 367D April 2014 (1) Series 31 - Direct - Normal Dividend","12 Jun, 2017","10.0000"
"Close Ended","HDFC FMP 370D April 2014 (3)","129344","HDFC FMP 370D April 2014 (3)-Direct Option-Flexi Option","30 Apr, 2014","10.0000"
"Close Ended","HDFC FMP 370D April 2014 (3)","129343","HDFC FMP 370D April 2014 (3) Series 31 - Direct - Normal Dividend","02 Jan, 2015","10.6503"
"Close Ended","HDFC FMP 370D April 2014 (3)","129346","HDFC FMP 370D April 2014 (3) Series 31 - Direct - Quarterly Dividend","02 Jan, 2015","10.0229"
